"分组","结论","分组产品数","分组结构数","商品编码","型号","状态","系列","口径","公母端","穿板状态","带阀状态","结构形式","材质","密封圈","结构签名","主图路径","实际文件","图片存在","占位图","图片SHA256","图片字节","数据行"
"","","","","839038","Q2002-PNV-LACN","active","Q20","3.2 mm","公端","非穿板","带阀","L型","POM","","q20|3.2mm|公端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2002-pnv-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-pnv-lacn-main.jpg","是","否","a32949675925f8b320d0fc6768ae42be37f9838ef2a55993de40b8e7c93e62ec","30457","1123"
"","","","","839082","Q2002-PNV-LPPE","active","Q20","3.2 mm","公端","非穿板","带阀","L型","PP","","q20|3.2mm|公端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2002-pnv-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-pnv-lppe-main.jpg","是","否","b69ef1bcd5e64cc77fd8ca129c5b4c4fedb4fda8ea267d03a7b926e5632c603a","39080","1178"
"","","","","839035","Q2002-PNV-SACN","active","Q20","3.2 mm","公端","非穿板","带阀","直通","POM","","q20|3.2mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-pnv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-pnv-sacn-main.jpg","是","否","907bdabd7664ddcbfcfde79b35607fbd25080adb57afa670f9f0b02f5d50581a","28825","1288"
"","","","","839079","Q2002-PNV-SPPE","active","Q20","3.2 mm","公端","非穿板","带阀","直通","PP","","q20|3.2mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-pnv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-pnv-sppe-main.jpg","是","否","7ac9ca0acb111ab041cb6e7dee6ede791eddf8e1453f57f588df8b14e98833cd","35031","1343"
"","","","","839016","Q2002-PNX-LACN","active","Q20","3.2 mm","公端","非穿板","不带阀","L型","POM","","q20|3.2mm|公端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2002-pnx-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-pnx-lacn-main.jpg","是","否","bf6db1b096f380d1caf825b7eef33baec9781383493d1facdd6f57cd86f92bd8","31896","1398"
"","","","","839060","Q2002-PNX-LPPE","active","Q20","3.2 mm","公端","非穿板","不带阀","L型","PP","","q20|3.2mm|公端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2002-pnx-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-pnx-lppe-main.jpg","是","否","96552e1710ce52d53e71f9b0e58e26cbc60936bb32ecb43cbaa2f26a4c71a817","40776","1453"
"","","","","839013","Q2002-PNX-SACN","active","Q20","3.2 mm","公端","非穿板","不带阀","直通","POM","","q20|3.2mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-pnx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-pnx-sacn-main.jpg","是","否","d518e0f59b674cde984041e941d29687db6056a85417e1bb49d6e0d2cb6fab95","30955","1508"
"","","","","839057","Q2002-PNX-SPPE","active","Q20","3.2 mm","公端","非穿板","不带阀","直通","PP","","q20|3.2mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-pnx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-pnx-sppe-main.jpg","是","否","d665185994635d55dee5714e99f41e33cb8e88f2156d2b4528caeb957da1c797","38494","1563"
"","","","","839031","Q2002-SMV-SACN","active","Q20","3.2 mm","母端","穿板","带阀","直通","POM","","q20|3.2mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-smv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-smv-sacn-main.jpg","是","否","fd2c0de43b10242299fc7ec6b50138af7b67b9b64156fba577f5f3be209aec36","46327","1618"
"","","","","839075","Q2002-SMV-SPPE","active","Q20","3.2 mm","母端","穿板","带阀","直通","PP","","q20|3.2mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-smv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-smv-sppe-main.jpg","是","否","5199e09632f27e6fd70e3f005f34dc4532a631dceb359732f6432f4f4c1b42c1","54408","1673"
"","","","","839009","Q2002-SMX-SACN","active","Q20","3.2 mm","母端","穿板","不带阀","直通","POM","","q20|3.2mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-smx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-smx-sacn-main.jpg","是","否","a8b3238b38b9c62380999f71d4e5048562c5103d3953d63220290e576e6ae20a","45118","1728"
"","","","","839053","Q2002-SMX-SPPE","active","Q20","3.2 mm","母端","穿板","不带阀","直通","PP","","q20|3.2mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-smx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-smx-sppe-main.jpg","是","否","d5a8bda55f593c58b3525cb20366d4b0b2e500c4ebe7d924642522ae2562d1dc","53811","1783"
"","","","","839027","Q2002-SNV-LACN","active","Q20","3.2 mm","母端","非穿板","带阀","L型","POM","","q20|3.2mm|母端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2002-snv-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-snv-lacn-main.jpg","是","否","9338183cc4d587aa1647e4e0e0baaa7f197b0e507bc1724310ee80b254a66e17","38922","1838"
"","","","","839071","Q2002-SNV-LPPE","active","Q20","3.2 mm","母端","非穿板","带阀","L型","PP","","q20|3.2mm|母端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2002-snv-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-snv-lppe-main.jpg","是","否","75db4c8ee24b96693ce49926c12c2d6d521516e9304600e99144d2d3d7a4e2c3","48899","1893"
"","","","","839024","Q2002-SNV-SACN","active","Q20","3.2 mm","母端","非穿板","带阀","直通","POM","","q20|3.2mm|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-snv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-snv-sacn-main.jpg","是","否","b2f0c583597ecb10784ed1f6755519228231e2d73781c21f445b1a6b03b54a04","39363","2003"
"","","","","839068","Q2002-SNV-SPPE","active","Q20","3.2 mm","母端","非穿板","带阀","直通","PP","","q20|3.2mm|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-snv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-snv-sppe-main.jpg","是","否","42d41b0d924c16b1f64b9eaa1e933cf28312ae8f721bc6ccf80b2e629b35ba30","46413","2058"
"","","","","839005","Q2002-SNX-LACN","active","Q20","3.2 mm","母端","非穿板","不带阀","L型","POM","","q20|3.2mm|母端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2002-snx-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-snx-lacn-main.jpg","是","否","fbf772dbb4741d09733ed13e4651346ec85994b759a0aa81fb8b0777ecca0c59","37614","2113"
"","","","","839049","Q2002-SNX-LPPE","active","Q20","3.2 mm","母端","非穿板","不带阀","L型","PP","","q20|3.2mm|母端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2002-snx-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-snx-lppe-main.jpg","是","否","3ad8b4e7663cec0ccd9e940b833369c14fb6f4290f11783f9e16d38a92fa58ca","47481","2168"
"","","","","839002","Q2002-SNX-SACN","active","Q20","3.2 mm","母端","非穿板","不带阀","直通","POM","","q20|3.2mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-snx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-snx-sacn-main.jpg","是","否","9235ca4a1916154ab33b679a67eead31e48aa16b8288987d36a289988996dcdf","37709","2223"
"","","","","839046","Q2002-SNX-SPPE","active","Q20","3.2 mm","母端","非穿板","不带阀","直通","PP","","q20|3.2mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2002-snx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2002-snx-sppe-main.jpg","是","否","793754e20e66e4b522babdb8c077018beeea4c15c9e164747df44e7401372833","44862","2278"
"","","","","839043","Q2003-PMV-SACN","active","Q20","4.8 mm","公端","穿板","带阀","直通","POM","","q20|4.8mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-pmv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-pmv-sacn-main.jpg","是","否","9d9dc6bc88df0963c09b40c296199d16d82b4b90252f1367a835ee5d907d7131","30410","2333"
"","","","","839087","Q2003-PMV-SPPE","active","Q20","4.8 mm","公端","穿板","带阀","直通","PP","","q20|4.8mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-pmv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-pmv-sppe-main.jpg","是","否","c0b45ef450c92ff53aab59f3366a054a9386094e7e628dc200121446cf90606b","36961","2388"
"","","","","839021","Q2003-PMX-SACN","active","Q20","4.8 mm","公端","穿板","不带阀","直通","POM","","q20|4.8mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-pmx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-pmx-sacn-main.jpg","是","否","5330a487977af2d5e2929a12dfc7150b71347a4bdaa38d8c75ff531421bf1b9c","31078","2443"
"","","","","839065","Q2003-PMX-SPPE","active","Q20","4.8 mm","公端","穿板","不带阀","直通","PP","","q20|4.8mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-pmx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-pmx-sppe-main.jpg","是","否","1d29af5a0e7d56b8e50647dff60e7b8bcb16c5be395fda0b0905c3481472f0f7","38123","2498"
"","","","","839036","Q2003-PNV-SACN","active","Q20","4.8 mm","公端","非穿板","带阀","直通","POM","","q20|4.8mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-pnv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-pnv-sacn-main.jpg","是","否","ca586bccbdcce12d427409cadb45bbb109dab032e3ab41ec68c0eb3451afa9a8","26346","2553"
"","","","","839080","Q2003-PNV-SPPE","active","Q20","4.8 mm","公端","非穿板","带阀","直通","PP","","q20|4.8mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-pnv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-pnv-sppe-main.jpg","是","否","5105d782dd29604e3045392d1834e265c813c1c19b962e6d73ccd4881f5607b1","31361","2608"
"","","","","839014","Q2003-PNX-SACN","active","Q20","4.8 mm","公端","非穿板","不带阀","直通","POM","","q20|4.8mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-pnx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-pnx-sacn-main.jpg","是","否","737e16b3f6a54ea28f27ebdbf87e3a517bab749233beed59390d8a2dbd4bcbd8","100405","2663"
"","","","","839058","Q2003-PNX-SPPE","active","Q20","4.8 mm","公端","非穿板","不带阀","直通","PP","","q20|4.8mm|公端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-pnx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-pnx-sppe-main.jpg","是","否","356d3715fb162bcd92f0154494f645a99267275839fd336acbd95d2068739a33","34484","2718"
"","","","","839032","Q2003-SMV-SACN","active","Q20","4.8 mm","母端","穿板","带阀","直通","POM","","q20|4.8mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-smv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-smv-sacn-main.jpg","是","否","24917a98d77ae68e92674705d682966a1bb7d262d325486322b693733806226c","42057","2773"
"","","","","839076","Q2003-SMV-SPPE","active","Q20","4.8 mm","母端","穿板","带阀","直通","PP","","q20|4.8mm|母端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-smv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-smv-sppe-main.jpg","是","否","b8d6846413ac69b8a4ef9a8d509379a57368281bf09e9b369f1332f63ba116a9","49757","2828"
"","","","","839010","Q2003-SMX-SACN","active","Q20","4.8 mm","母端","穿板","不带阀","直通","POM","","q20|4.8mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-smx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-smx-sacn-main.jpg","是","否","8c0acb0f40c0d1723f60958c153716350389c832ab5d5201a8dc951a8f9ee109","40491","2883"
"","","","","839054","Q2003-SMX-SPPE","active","Q20","4.8 mm","母端","穿板","不带阀","直通","PP","","q20|4.8mm|母端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-smx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-smx-sppe-main.jpg","是","否","2294f158bf7460871b058fbb97d5ae1147f2912fb0da63b8125e44b501d64374","48360","2938"
"","","","","839025","Q2003-SNV-SACN","active","Q20","4.8 mm","母端","非穿板","带阀","直通","POM","","q20|4.8mm|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-snv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-snv-sacn-main.jpg","是","否","6441cdb722bacd58410a1ee8a34cb4b4622d65f72a2d34bded538bad0075981a","38246","2993"
"","","","","839069","Q2003-SNV-SPPE","active","Q20","4.8 mm","母端","非穿板","带阀","直通","PP","","q20|4.8mm|母端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-snv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-snv-sppe-main.jpg","是","否","4b861680cf879adffa39b80af9f57fdec2965366ebdebc69ed644fe3cbbe0dff","45101","3048"
"","","","","839003","Q2003-SNX-SACN","active","Q20","4.8 mm","母端","非穿板","不带阀","直通","POM","","q20|4.8mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-snx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-snx-sacn-main.jpg","是","否","01676be95836963c9bb3c2e4cfd4b65a93021de7512b322e40a0d20ac9dd3d46","36469","3103"
"","","","","839047","Q2003-SNX-SPPE","active","Q20","4.8 mm","母端","非穿板","不带阀","直通","PP","","q20|4.8mm|母端|非穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2003-snx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2003-snx-sppe-main.jpg","是","否","dc06ac03edcef893715139d0db62e03e5f64cb679c5dbbd195df394b0aff2ae8","43061","3158"
"","","","","839044","Q2004-PMV-SACN","active","Q20","6.4 mm","公端","穿板","带阀","直通","POM","","q20|6.4mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-pmv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pmv-sacn-main.jpg","是","否","5a9ff32fc4458c64b1032de9971469d0fe2367516bb89760e9bc13c166a03459","30459","3213"
"","","","","839088","Q2004-PMV-SPPE","active","Q20","6.4 mm","公端","穿板","带阀","直通","PP","","q20|6.4mm|公端|穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-pmv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pmv-sppe-main.jpg","是","否","1ab8f38eb870c1db0c459ec329a091cc5167195a3254cef30a243c291ee216ea","36844","3268"
"","","","","839022","Q2004-PMX-SACN","active","Q20","6.4 mm","公端","穿板","不带阀","直通","POM","","q20|6.4mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-pmx-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pmx-sacn-main.jpg","是","否","e51261b803332ad725c0e8c19735f847c6a500b78002c082d13b3abdff9acb47","30333","3323"
"","","","","839066","Q2004-PMX-SPPE","active","Q20","6.4 mm","公端","穿板","不带阀","直通","PP","","q20|6.4mm|公端|穿板|不带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-pmx-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pmx-sppe-main.jpg","是","否","3918978601f663a81523a1e213417b33a48b9a1c5b7a81b51d4c5458ba12f73e","37182","3378"
"","","","","839039","Q2004-PNV-LACN","active","Q20","6.4 mm","公端","非穿板","带阀","L型","POM","","q20|6.4mm|公端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2004-pnv-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pnv-lacn-main.jpg","是","否","a7fa3199170cc5e8f45bd8a1a452cda5b737c81705c29174675de3a7f57b67f2","32767","3433"
"","","","","839083","Q2004-PNV-LPPE","active","Q20","6.4 mm","公端","非穿板","带阀","L型","PP","","q20|6.4mm|公端|非穿板|带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2004-pnv-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pnv-lppe-main.jpg","是","否","8b5be0a2f2ad1121b41467dc3eb6a1c6269cd1d0a6965530fee290bedb7b2b8a","42520","3488"
"","","","","839037","Q2004-PNV-SACN","active","Q20","6.4 mm","公端","非穿板","带阀","直通","POM","","q20|6.4mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-pnv-sacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pnv-sacn-main.jpg","是","否","eefa6fb501c2890449e39822b68264d5d6de77387342b066f11fa6944050908e","27803","3543"
"","","","","839081","Q2004-PNV-SPPE","active","Q20","6.4 mm","公端","非穿板","带阀","直通","PP","","q20|6.4mm|公端|非穿板|带阀|直通","/images/products/fittings/quick-connect-fittings/products/q2004-pnv-sppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pnv-sppe-main.jpg","是","否","78ef673ff848129333c0f61c0571510eb8a5d06bd84ae376fa9f785ea9d52b57","33863","3598"
"","","","","839017","Q2004-PNX-LACN","active","Q20","6.4 mm","公端","非穿板","不带阀","L型","POM","","q20|6.4mm|公端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2004-pnx-lacn-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pnx-lacn-main.jpg","是","否","613c754140e49c6220c61905bd8a341d0e49535c3959ce4434987f35b07370f9","28469","3653"
"","","","","839061","Q2004-PNX-LPPE","active","Q20","6.4 mm","公端","非穿板","不带阀","L型","PP","","q20|6.4mm|公端|非穿板|不带阀|l型","/images/products/fittings/quick-connect-fittings/products/q2004-pnx-lppe-main.jpg","public/images/products/fittings/quick-connect-fittings/products/q2004-pnx-lppe-main.jpg","是","否","e0e40befc7d4db4d8a48e99502ac51ecfb04842a60915dfdd11954d09df3564a","36364","3708"
