"productType","productCode","model","structureModel","partNumber","pdfFileName","status","matchMethod","websitePdfUrl","sourcePdfPath","message"
"倒刺接头","809379","BA-64V-79V-PA-W","BA-64V-79V","443-01-00135","443-01-00135-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00135-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00135-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809424","BA-64C-PP-N","BA-64C","443-02-00001","443-02-00001-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00001-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00001-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809425","BA-64C-PA-W","BA-64C","443-02-00002","443-02-00002-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00002-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00002-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809426","BA-64V-95V-PP-N","BA-64V-95V","443-02-00003","443-02-00003-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00003-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00003-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809427","BA-64V-95V-PA-W","BA-64V-95V","443-02-00004","443-02-00004-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00004-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00004-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809428","BA-64X-127X-PP-N","BA-64X-127X","443-02-00005","443-02-00005-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00005-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00005-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809429","BA-64X-127X-PA-W","BA-64X-127X","443-02-00006","443-02-00006-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00006-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00006-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809547","BA-16C-PP-N","BA-16C","443-02-00131","443-02-00131-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00131-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00131-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809604","BA-16D-24D-PP-N","BA-16D-24D","443-02-00187","443-02-00187-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00187-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00187-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809605","BA-16D-24D-PA-W","BA-16D-24D","443-02-00188","443-02-00188-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00188-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00188-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809606","BA-24D-32D-PP-N","BA-24D-32D","443-02-00189","443-02-00189-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00189-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00189-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809607","BA-24D-32D-PA-W","BA-24D-32D","443-02-00190","443-02-00190-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00190-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00190-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809625","BA-24D-PP-N","BA-24D","443-02-00204","443-02-00204-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00204-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00204-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809626","BA-24D-PA-W","BA-24D","443-02-00205","443-02-00205-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00205-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00205-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809627","BA-32D-PP-N","BA-32D","443-02-00206","443-02-00206-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00206-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00206-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809628","BA-32D-PA-W","BA-32D","443-02-00207","443-02-00207-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00207-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00207-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809629","BA-16D-32D-PP-N","BA-16D-32D","443-02-00208","443-02-00208-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00208-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00208-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809630","BA-16D-32D-PA-W","BA-16D-32D","443-02-00209","443-02-00209-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00209-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00209-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809300","BA-16C-PA-W","BA-16C","443-02-00286","443-02-00286-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00286-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00286-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809519","BA-24C-48C-PP-N","BA-24C-48C","443-02-00475","443-02-00475-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00475-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00475-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809520","BA-24C-48C-PA-W","BA-24C-48C","443-02-00476","443-02-00476-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00476-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00476-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809843","BA-16V-40V-PA-W","BA-16V-40V","443-02-00602","443-02-00602-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00602-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00602-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809310","BT-24F-PP-N","BT-24F","443-01-00064","443-01-00064-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00064-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00064-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809311","BT-32F-PP-N","BT-32F","443-01-00065","443-01-00065-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00065-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00065-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809327","BT-24F-PA-W","BT-24F","443-01-00082","443-01-00082-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00082-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00082-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809337","BT-16F-PA-W","BT-16F","443-01-00093","443-01-00093-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00093-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00093-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809338","BT-32F-PA-W","BT-32F","443-01-00094","443-01-00094-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00094-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00094-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809438","BT-40C-PP-N","BT-40C","443-02-00015","443-02-00015-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00015-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00015-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809439","BT-40C-PA-W","BT-40C","443-02-00016","443-02-00016-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00016-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00016-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809440","BT-64C-PP-N","BT-64C","443-02-00017","443-02-00017-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00017-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00017-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809441","BT-64C-PA-W","BT-64C","443-02-00018","443-02-00018-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00018-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00018-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809442","BT-95X-PP-N","BT-95X","443-02-00019","443-02-00019-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00019-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00019-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809443","BT-95X-PA-W","BT-95X","443-02-00020","443-02-00020-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00020-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00020-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809444","BT-32D-32D-16D-PP-N","BT-32D-32D-16D","443-02-00021","443-02-00021-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00021-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00021-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809445","BT-32D-32D-16D-PA-W","BT-32D-32D-16D","443-02-00022","443-02-00022-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00022-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00022-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809446","BT-24D-24D-16D-PP-N","BT-24D-24D-16D","443-02-00023","443-02-00023-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00023-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00023-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809447","BT-24D-24D-16D-PA-W","BT-24D-24D-16D","443-02-00024","443-02-00024-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00024-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00024-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809448","BT-32D-32D-24D-PP-N","BT-32D-32D-24D","443-02-00025","443-02-00025-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00025-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00025-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809449","BT-32D-32D-24D-PA-W","BT-32D-32D-24D","443-02-00026","443-02-00026-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00026-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00026-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809450","BT-64D-64D-32D-PP-N","BT-64D-64D-32D","443-02-00027","443-02-00027-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00027-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00027-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809451","BT-64D-64D-32D-PA-W","BT-64D-64D-32D","443-02-00028","443-02-00028-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00028-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00028-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809452","BT-24D-32D-32D-PP-N","BT-24D-32D-32D","443-02-00029","443-02-00029-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00029-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00029-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809453","BT-24D-32D-32D-PA-W","BT-24D-32D-32D","443-02-00030","443-02-00030-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00030-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00030-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809454","BT-32D-16D-16D-PP-N","BT-32D-16D-16D","443-02-00031","443-02-00031-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00031-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00031-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809455","BT-32D-16D-16D-PA-W","BT-32D-16D-16D","443-02-00032","443-02-00032-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00032-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00032-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809456","BT-32D-24D-24D-PP-N","BT-32D-24D-24D","443-02-00033","443-02-00033-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00033-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00033-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809457","BT-32D-24D-24D-PA-W","BT-32D-24D-24D","443-02-00034","443-02-00034-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00034-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00034-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809458","BT-32D-64T-64T-PP-N","BT-32D-64T-64T","443-02-00035","443-02-00035-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00035-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00035-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809459","BT-32D-64T-64T-PA-W","BT-32D-64T-64T","443-02-00036","443-02-00036-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00036-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00036-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809460","BT-64V-95V-95V-PP-N","BT-64V-95V-95V","443-02-00037","443-02-00037-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00037-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00037-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809461","BT-64V-95V-95V-PA-W","BT-64V-95V-95V","443-02-00038","443-02-00038-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00038-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00038-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809521","BT-16D-PP-N","BT-16D","443-02-00100","443-02-00100-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00100-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00100-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809545","BT-16D-PA-W","BT-16D","443-02-00130","443-02-00130-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00130-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00130-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809610","BT-24D-PP-N","BT-24D","443-02-00193","443-02-00193-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00193-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00193-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809611","BT-24D-PA-W","BT-24D","443-02-00194","443-02-00194-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00194-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00194-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809621","BT-32D-PP-N","BT-32D","443-02-00200","443-02-00200-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00200-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00200-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809622","BT-32D-PA-W","BT-32D","443-02-00201","443-02-00201-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00201-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00201-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809644","BT-127V-PP-N","BT-127V","443-02-00223","443-02-00223-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00223-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00223-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809287","BT-16D-24D-24D-PP-N","BT-16D-24D-24D","443-02-00315","443-02-00315-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00315-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00315-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809842","BT-16D-32D-32D-PA-W","BT-16D-32D-32D","443-02-00601","443-02-00601-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-02-00601-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-02-00601-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809294","BY-16F-PP-N","BY-16F","443-01-00048","443-01-00048-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00048-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00048-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809295","BY-24F-PP-N","BY-24F","443-01-00049","443-01-00049-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00049-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00049-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809296","BY-32F-PP-N","BY-32F","443-01-00050","443-01-00050-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00050-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00050-C.pdf","PDF 已复制，详情图纸字段已写入"
"倒刺接头","809297","BY-40D-PP-N","BY-40D","443-01-00051","443-01-00051-C.pdf","matched","productCode","/documents/products/fittings/barbed-fittings/drawings/443-01-00051-C.pdf","H:\01-官网项目\02_产品中心\fit\Barbed connector\图纸_pdf\443-01-00051-C.pdf","PDF 已复制，详情图纸字段已写入"
